OfferingName,ProductSkuName,Australia Central,Australia Central 2 *,Australia East,Australia Southeast,Austria East,Belgium Central,Brazil South,Brazil Southeast,Canada Central,Canada East,Central India,Central US,Chile Central,China East,China East 2,China East 3 *,China North,China North 2,China North 3,Denmark East,East Asia,East US,East US 2,East US 3,France Central,France South *,Germany North *,Germany West Central,Indonesia Central,Israel Central,Italy North,Japan East,Japan West,Korea Central,Korea South *,Malaysia West,Mexico Central,New Zealand North,Non Regional,North Central US,North Europe,Norway East,Norway West *,Poland Central,Qatar Central,South Africa North,South Africa West *,South Central US,South India,Southeast Asia,Spain Central,Sweden Central,Sweden South *,Switzerland North,Switzerland West *,Taiwan North **,UAE Central *,UAE North,UK South,UK West,USGov Arizona **,USGov Texas,USGov Virginia,West Central US,West Europe,West India *,West US,West US 2,West US 3
Azure VMware Solution,Azure VMware Solution: AV52 SKU,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,Closing Down,,,,,,Closing Down,,,,
Azure VMware Solution,Azure VMware Solution: AV64 SKU,,,GA,,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,,,,GA,,,GA,GA,GA,,,,,,,GA,GA,,,,,GA,,GA,,,,GA,,GA,GA,,,,GA,GA,,,,,GA,,GA,GA,
Azure Web Application Firewall,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Web Application Firewall,Azure Web Application Firewall   Regional v2 (WAF on Application Gateway v2),,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA
Azure Web Application Firewall,Azure Web Application Firewall - Global (WAF on Azure Front Door),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Web Application Firewall,Azure Web Application Firewall - Regional (WAF on Application Gateway),GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Web PubSub,Offer Coverage,,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA
Backup,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Backup,AKS Cluster Backup,,,GA,,,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,,,,GA,,GA,GA,GA
Backup,Azure Database for PostGreSQL backup,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,,GA,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,,,,GA,,,GA,GA
Backup,Azure Files backup,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,,GA,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,,,,GA,,,GA,GA
Bandwidth,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Batch,Offer Coverage,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,,,,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
BizTalk Services,Offer Coverage,,,,,,,Closing Down,,,,,,,,,,,,,,Closing Down,Closing Down,,,,,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,,Closing Down,,,,,,,,,,,,,,,Closing Down,,Closing Down,,
Cloud Services,Av2-Series,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Cloud Services,D-Series,GA,GA,GA,GA,,,GA,GA,GA,,,GA,,GA,,,GA,,,GA,GA,GA,GA,,,GA,,,,,,GA,GA,,,,,,,GA,GA,,,,,GA,GA,GA,,GA,,,,,,,GA,GA,,,,,GA,,GA,,GA,,
Cloud Services,Dv2-Series,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Cloud Services,Dv3-Series,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Cloud Services,Ev3-Series,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Cloud Services,G-Series,,,GA,,,,,,GA,GA,,,,,,,,,,,,,GA,,,,,,,,,GA,,,,,,,,,GA,,,,,,,,,GA,,,,,,,,,GA,,,,GA,,GA,,GA,GA,
Cloud Services,M-Series,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,,GA,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA
Cloud Services Extended Support,Offer Coverage,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Cloud Shell,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Container Instances,Offer Coverage,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Container Registry,Offer Coverage,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Content Delivery Network,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Management,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Lockbox for Microsoft Azure,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Factory,Offer Coverage,,,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,,GA,GA,,GA,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Defender TI,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,Closing Down,,,,,,,,,,
Device Update for IoT Hub,Offer Coverage,,,GA,,,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,,,,GA,,,GA,GA
Event Grid,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Event Grid,Event Grid Namespace,,,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,,GA,,,GA,GA,GA,GA,,GA,,GA,,GA,,GA,GA,GA,,,,,GA,,,GA,GA
Event Hubs,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Event Hubs,Azure Event Hubs Premium SKU,GA,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,GA,,,GA,GA,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA
ExpressRoute,Offer Coverage,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
ExpressRoute,ExpressRoute Gateways,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Firmware Analysis,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,
Fluid Relay Service,Offer Coverage,,,GA,,,,GA,,GA,,GA,GA,,,,,,,GA,,GA,GA,GA,,GA,,,GA,,,GA,GA,,GA,,,,,,,GA,GA,,GA,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,,GA,,GA,,GA,,,GA,GA
Functions,Offer Coverage,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Azure Functions on Azure Container Apps,,,GA,,,,GA,,GA,GA,GA,GA,,,,,,,GA,,GA,GA,GA,,GA,,,GA,,,,GA,,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,GA,,,,GA,GA,,GA,GA,GA
Functions,Consumption Plan,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Consumption Plan Linux,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down
Functions,Dedicated Plan,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Dedicated Plan Linux,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Flex Consumption,,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,,,GA,GA,,GA,GA,GA
Functions,Premium Plan,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Functions,Premium Plan Linux,GA,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA
HDInsight,Offer Coverage,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
HDInsight,Enterprise Security Package,Closing Down,,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down
Healthcare Agent Service,Offer Coverage,,,GA,,,,,,,,GA,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,,,,,,,,GA,,,,,GA,GA,,,GA,
IoT Central,Offer Coverage,,,GA,,,,,,GA,,,GA,,,,,,,,,,GA,GA,,,,,,,,,GA,,,,,,,,,GA,,,,,,,GA,,GA,,,,,,,,,GA,,,,,,GA,,GA,,
IoT Hub,Offer Coverage,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
IoT Hub,IoT Hub Device Provisioning Service,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,,,GA,,GA,GA,GA,GA,,GA,GA,,GA,,,,GA,GA,GA,GA,,,,,GA,GA,,,,,,,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA
IP Services,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Custom IP Prefix,,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,,,,,,,,GA,GA,GA,,GA,,,,,GA,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA
IP Services,Azure Public IP Address Basic,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Public IP Address Standard,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
IP Services,Azure Public IP Prefix,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Key Vault,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Key Vault,Azure Key Vault Managed HSM,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Key Vault,Premium,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Logic Apps,Offer Coverage,,,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Logic Apps,Azure Logic Apps Standard,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,,GA,GA,,GA,,,,,,GA,GA,,,GA,,,,,,,GA,,GA,,GA,,,,GA,,,GA,,,,,,GA,,,GA,GA
Logic Apps,Logic Apps Hybrid,,,,,,,,,,,,Preview,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,Preview,,Preview,,,,,,,Preview,,,,,,Preview,,Preview,,
Logic Apps,Logic Apps Integration Service Environment,,,GA,GA,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,,,,,GA,GA,,,,,,,GA,GA,GA,,,,GA,,GA,GA,GA,,,,,GA,,,GA,GA,GA,,GA,GA,,GA,,GA,GA,
Managed DevOps Pools,Offer Coverage,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,,,,GA,,,GA,GA,,GA,,,,,,GA,GA,GA,,,,,,GA,,GA,,GA,,GA,,,,GA,GA,GA,,,,,GA,,GA,GA,GA
Microsoft Azure Attestation,Offer Coverage,,,GA,GA,,,,,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,,GA,,,,,GA,GA,GA,GA,GA,,,,GA,,GA,GA,,,GA,,,,GA,,GA,,GA,,GA,,,,GA,GA,GA,GA,,GA,,GA,,GA,,GA
Microsoft Azure classic portal,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Azure Managed Instance for Apache Cassandra,Offer Coverage,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA
Microsoft Azure Peering Service,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Azure portal,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Defender for Cloud,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Defender for Cloud,Azure Defender for SQL,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Microsoft Defender for Cloud Apps,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Defender for DevOps,Offer Coverage,,,Closing Down,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,Closing Down,,,,
Microsoft Defender for Identity,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Dev Box,Offer Coverage,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,GA,,,GA,GA,,GA,,,,,,,GA,,,,,GA,,GA,,GA,GA,GA,,GA,,,,,GA,,,,,,GA,,,GA,GA
Microsoft Entra Domain Services,Offer Coverage,,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,,,GA,GA,,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
